"No.","Ticker","Company","Sector","Industry","Index","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","Shares Outstanding","Shares Float","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","Relative Volume","Volume","Price","Change"
63,"AFRM","Affirm Holdings, Inc.","Technology","Software - Infrastructure","-",4444.63,,,,3.43,1.67,4.57,,8.45,3.08,,,,-3.30,9.80%,,15.20%,-261.60%,1295.00,-965.80,297.20,223.32,20.37%,3.02,45.48,-13.10%,-37.90%,-12.80%,,1.88,1.88,,-95.30%,-74.60%,9.66%,5.79%,-38.84%,45.60%,16.01%,25.66%,-10.47%,-65.63%,0.54,8100785,14.08,2.70%
64,"AFT","Apollo Senior Floating Rate Fund Inc.","Financial","Asset Management","-",192.80,,,,7.36,0.87,,,14.19,,1.42,11.44%,,-1.17,,,56.10%,78.50%,26.21,,15.57,15.57,0.07%,0.20,0.01,,,,,,,,,,-6.92%,-2.06%,-6.42%,0.32%,-0.77%,-1.19%,-2.96%,-11.00%,0.89,46721,12.38,0.32%
65,"AFTR","AfterNext HealthTech Acquisition Corp.","Financial","Shell Companies","-",580.77,33.41,,,,1.32,1935.89,,7.80,0.01,,,0.00%,0.31,12.20%,,,-64.30%,,8.20,31.25,24.88,0.00%,0.00,0.00,3.20%,3.40%,,0.00,0.00,0.01,,,,1.48%,3.63%,6.52%,2.69%,0.03%,0.45%,2.83%,-2.92%,0.35,7988,10.29,0.00%
66,"AFTY","Pacer CSOP FTSE China A50 ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.33,2.18%,,,,,,,,,,,,,,,,,,,,,,,-8.37%,2.24%,-7.76%,-4.53%,-4.55%,-5.50%,-5.84%,-21.05%,0.25,159,15.14,0.66%
67,"AGG","iShares Core U.S. Aggregate Bond ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,2.82,2.89%,,,,,,,,,,,,,,,,,,,,,,,0.26%,-0.46%,-6.22%,0.60%,-1.43%,-1.76%,-0.92%,-6.54%,0.58,3889847,97.57,0.08%
68,"AGGY","WisdomTree Yield Enhanced U.S. Aggregate Bond Fund","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.46,3.41%,,,,,,,,,,,,,,,,,,,,,,,0.19%,-0.30%,-6.71%,0.45%,-1.53%,-1.83%,-1.12%,-7.31%,0.79,120645,42.84,0.12%
69,"AGI","Alamos Gold Inc.","Basic Materials","Gold","-",6576.63,38.93,24.27,,5.48,1.31,30.53,60.23,9.42,0.41,0.14,1.11%,31.10%,0.32,155.40%,8.60%,36.30%,662.10%,1199.10,126.90,396.95,391.21,1.90%,2.24,7.43,2.60%,3.50%,1.70%,2.50,0.00,0.00,53.30%,21.60%,10.60%,21.73%,26.97%,62.47%,22.45%,-6.08%,-2.87%,23.90%,-12.32%,0.42,1388858,12.38,0.49%
70,"AGIO","Agios Pharmaceuticals, Inc.","Healthcare","Biotechnology","-",1419.07,,,,74.69,1.38,1.92,,18.76,13.45,,,,-3.97,28.30%,-19.80%,600.00%,15.60%,19.00,-218.00,55.27,54.23,10.68%,11.62,5.79,-18.10%,-20.20%,-22.80%,17.50,0.00,0.00,89.90%,,,2.22%,-10.44%,31.53%,-8.05%,2.28%,9.72%,-4.49%,-25.72%,0.47,233369,25.82,0.16%
71,"AGL","agilon health, inc.","Healthcare","Medical Care Facilities","-",8689.11,,177.72,,2.72,7.73,10.64,,2.62,1.90,,,,-0.23,75.90%,,73.90%,1202.60%,3190.90,-91.80,413.14,406.88,9.14%,10.23,37.21,-4.80%,-8.50%,-11.80%,1.90,0.03,0.04,12.00%,-3.70%,-2.90%,-4.25%,23.31%,4.43%,25.53%,-13.27%,-19.73%,-6.86%,-31.18%,0.70,2536513,20.26,1.30%
72,"AGNCL","AGNC Investment Corp.","Real Estate","REIT - Mortgage","-",5421.25,,,,,2.08,,,10.39,,1.94,8.97%,,,,,,,-615.00,,6.00,,,0.10,0.00,,,,,,,,,,-5.72%,-0.80%,,-1.37%,0.41%,0.73%,-0.56%,-12.20%,0.12,2905,21.60,0.23%
73,"AGOX","Adaptive Alpha Opportunities ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.17,0.75%,,,,,,,,,,,,,,,,,,,,,,,2.77%,4.02%,3.53%,8.62%,2.59%,3.24%,5.04%,-4.79%,0.55,13165,22.26,1.37%
74,"AGQ","ProShares Ultra Silver","Financial","Exchange Traded Fund","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.01%,8.84%,-3.09%,-10.75%,-10.16%,-9.92%,6.26%,-21.32%,0.78,661638,28.56,5.15%
75,"AGR","Avangrid, Inc.","Utilities","Utilities - Regulated Electric","-",14408.89,21.14,15.85,4.07,1.75,0.74,200.12,,50.44,0.19,1.76,4.73%,100.00%,1.76,15.40%,5.80%,15.60%,-44.90%,8256.00,681.00,386.75,70.75,5.95%,7.01,4.21,1.70%,3.50%,2.90%,0.70,0.42,0.51,67.40%,9.90%,8.20%,-6.93%,-12.14%,-23.27%,-13.47%,-6.36%,-6.59%,-12.22%,-28.08%,0.79,475985,37.19,-1.30%
76,"AGTI","Agiliti, Inc.","Healthcare","Health Information Services","-",2269.88,180.52,20.32,,2.01,2.45,156.54,23.55,7.08,0.11,,,0.00%,0.10,16.90%,16.80%,1.90%,-84.80%,1126.80,13.30,133.85,132.94,2.57%,14.94,3.42,0.50%,1.40%,3.90%,1.70,1.14,1.16,37.00%,5.50%,1.20%,-10.99%,16.54%,-7.62%,6.25%,5.15%,5.99%,3.12%,-23.06%,0.52,119345,17.33,0.06%
77,"AGX","Argan, Inc.","Industrials","Engineering & Construction","-",560.47,17.67,9.32,1.77,1.23,2.01,1.72,,20.76,24.18,1.00,2.40%,42.20%,2.36,-2.90%,-12.60%,-5.40%,608.20%,455.00,33.10,13.53,13.18,1.27%,2.41,0.17,7.30%,11.70%,10.80%,2.20,0.00,0.00,19.00%,9.20%,7.30%,7.60%,11.40%,3.50%,12.91%,0.79%,3.30%,11.58%,-4.28%,0.46,31731,41.64,-0.29%
78,"AGYS","Agilysys, Inc.","Technology","Software - Application","-",1825.71,146.04,57.16,2920.73,9.22,15.86,17.26,97.63,4.53,4.16,,,0.00%,0.49,118.10%,5.00%,26.30%,208.70%,198.10,12.70,24.70,23.81,1.42%,2.10,0.34,3.70%,8.00%,6.50%,2.00,0.00,0.00,61.00%,4.60%,4.20%,-9.57%,10.50%,88.78%,-9.21%,-3.85%,-8.71%,3.43%,-18.50%,0.64,104127,71.85,1.40%
79,"AGZD","WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.43,3.29%,,,,,,,,,,,,,,,,,,,,,,,-0.48%,0.41%,0.87%,0.43%,0.23%,0.25%,0.42%,-1.20%,0.75,35399,43.64,0.00%
80,"AHCO","AdaptHealth Corp.","Healthcare","Medical Devices","-",1413.75,36.26,11.67,1.22,0.47,0.65,13.94,31.91,16.06,0.75,,,0.00%,0.29,-57.20%,,5.40%,-61.70%,3009.00,39.60,134.53,88.31,13.18%,7.71,11.64,0.80%,1.80%,3.60%,1.20,1.01,1.03,15.40%,5.10%,1.30%,-52.32%,-51.48%,-41.29%,-45.47%,-6.39%,-12.96%,-42.64%,-61.86%,0.26,390735,10.48,-0.85%
81,"AHH","Armada Hoffler Properties, Inc.","Real Estate","REIT - Diversified","-",991.23,13.06,25.39,2.61,1.91,1.63,29.33,,6.84,0.38,0.78,6.98%,101.00%,0.85,448.30%,8.40%,81.80%,-74.60%,519.00,57.90,67.79,66.74,1.59%,2.98,1.06,2.60%,12.30%,7.20%,,2.49,2.50,31.10%,23.30%,11.20%,-13.41%,-5.61%,-16.97%,-2.87%,-3.22%,-3.90%,-6.80%,-22.71%,0.67,238385,11.17,1.55%
82,"AI","C3.ai, Inc.","Technology","Software - Application","-",3921.51,,,,14.70,3.85,5.08,,8.56,6.49,,,,-2.43,-241.60%,,-4.40%,-52.00%,266.70,-262.30,110.73,90.86,28.88%,1.22,26.24,-23.30%,-27.10%,-19.90%,7.70,0.00,0.00,70.50%,,-98.40%,48.45%,159.57%,82.80%,194.37%,48.33%,44.82%,87.33%,-5.02%,2.53,54591073,32.94,15.95%
83,"AIA","iShares Asia 50 ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.19,2.01%,,,,,,,,,,,,,,,,,,,,,,,0.70%,7.52%,-3.59%,4.56%,1.46%,-0.15%,2.91%,-12.40%,0.84,40233,59.33,2.40%
84,"AIEQ","AI Powered Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.12,0.40%,,,,,,,,,,,,,,,,,,,,,,,0.09%,-3.42%,-8.41%,6.28%,8.38%,7.41%,-0.37%,-17.97%,2.41,41495,30.27,3.80%
85,"AIF","Apollo Tactical Income Fund Inc.","Financial","Asset Management","-",175.16,,,,6.77,0.87,,,13.85,,1.46,12.09%,,-1.51,,,51.20%,67.50%,25.89,,14.46,14.46,0.10%,0.22,0.01,,,,,,,,,,-4.95%,-1.46%,-3.89%,-0.08%,-1.50%,-0.92%,-2.51%,-9.96%,0.50,32999,12.11,0.92%
86,"AIG","American International Group, Inc.","Financial","Insurance - Diversified","S&P 500",39467.86,7.05,7.08,0.46,0.77,0.93,20.52,10.70,57.99,2.63,1.44,2.66%,16.50%,7.67,20.20%,2.60%,-28.90%,-99.40%,51417.00,6018.00,738.66,716.51,1.01%,1.40,7.22,1.10%,14.40%,17.80%,,0.56,0.61,,18.30%,11.70%,-10.85%,-11.30%,-4.59%,-14.50%,1.77%,5.09%,-3.88%,-16.66%,0.60,3115883,54.07,0.73%
87,"AIN","Albany International Corp.","Consumer Cyclical","Textile Manufacturing","-",2743.67,28.62,20.74,,2.59,3.03,9.02,,28.67,9.64,1.00,1.15%,28.90%,3.04,-16.30%,3.70%,10.20%,-0.70%,1059.80,94.90,31.13,30.82,0.78%,1.45,0.24,5.80%,11.20%,7.70%,4.80,0.55,0.55,37.50%,12.90%,9.00%,-14.73%,-14.82%,5.76%,-11.88%,-3.69%,-3.09%,-8.15%,-24.71%,0.69,113806,86.88,0.92%
88,"AIO","Virtus Artificial Intelligence & Technology Opportunities Fund","Financial","Closed-End Fund - Equity","-",573.84,,,,,,,,,,1.80,10.77%,,-2.48,,,,,,,34.34,34.33,0.05%,0.20,0.02,,,,,,,,,,-1.60%,-0.67%,-0.62%,4.11%,1.05%,0.01%,-0.11%,-11.80%,1.36,114132,16.71,1.89%
89,"AIQ","Global X Artificial Intelligence & Technology ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.11,0.43%,,,,,,,,,,,,,,,,,,,,,,,15.42%,24.17%,21.90%,29.60%,7.50%,8.88%,18.70%,2.44%,6.93,531790,26.05,2.96%
90,"AIR","AAR Corp.","Industrials","Aerospace & Defense","-",1841.80,20.64,15.56,,0.96,1.67,34.95,,31.31,1.49,,,0.00%,2.53,66.40%,2.70%,15.20%,-1.00%,1913.30,89.40,34.10,33.40,2.23%,4.06,0.74,5.50%,8.60%,6.90%,3.20,0.17,0.17,18.40%,6.70%,4.70%,-4.90%,12.40%,10.66%,16.30%,-1.38%,-2.25%,9.43%,-8.16%,0.47,87043,52.22,0.99%
91,"AIRC","Apartment Income REIT Corp.","Real Estate","REIT - Residential","-",5165.48,10.41,722.29,,6.42,2.51,57.27,,13.83,0.61,1.80,5.19%,53.10%,3.33,99.40%,,16.80%,-103.20%,804.20,516.30,148.81,148.14,1.50%,2.72,2.23,7.90%,24.60%,1.70%,,1.82,1.82,66.00%,16.20%,64.20%,-8.59%,-5.35%,-21.90%,1.05%,-2.59%,-1.60%,-7.47%,-25.25%,1.61,1321161,34.67,0.41%
92,"AIRR","First Trust RBA American Industrial RenaissanceTM ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.08,0.17%,,,,,,,,,,,,,,,,,,,,,,,-1.77%,3.70%,25.53%,10.65%,3.81%,5.04%,7.74%,-5.83%,0.56,38198,48.82,1.41%
93,"AIRT","Air T, Inc.","Industrials","Integrated Freight & Logistics","-",77.83,73.53,,,0.35,3.65,14.41,,7.53,1.91,,,0.00%,0.37,249.80%,3.60%,35.20%,52.50%,224.40,1.10,2.84,1.44,0.54%,2.07,0.01,0.50%,4.70%,9.90%,1.90,4.65,6.63,23.90%,4.30%,0.50%,19.87%,40.16%,51.85%,11.25%,5.41%,13.66%,29.23%,-5.01%,5.00,18889,27.50,0.55%
94,"AJRD","Aerojet Rocketdyne Holdings, Inc.","Industrials","Aerospace & Defense","-",4402.38,59.66,24.42,4.85,1.92,7.78,15.52,,6.98,3.50,,,0.00%,0.91,-48.40%,3.60%,10.80%,3.70%,2292.80,73.70,80.60,77.74,7.52%,6.14,5.84,3.10%,13.40%,10.50%,1.50,0.51,0.53,14.10%,4.90%,3.20%,-3.40%,7.12%,33.75%,-2.93%,-2.81%,-3.13%,5.28%,-4.42%,1.84,1755229,54.29,-1.31%
95,"AKAM","Akamai Technologies, Inc.","Technology","Software - Infrastructure","S&P 500",13863.55,28.63,14.33,3.58,3.82,3.38,18.44,18.82,26.80,4.91,,,0.00%,3.16,-17.00%,7.80%,1.30%,-23.70%,3628.70,501.60,155.64,149.34,6.31%,5.84,9.42,6.10%,11.80%,8.30%,2.00,0.55,0.00,61.10%,17.40%,13.80%,23.56%,-1.47%,-8.61%,7.44%,8.03%,12.33%,6.84%,-11.92%,0.74,1185283,90.57,1.70%
96,"AKR","Acadia Realty Trust","Real Estate","REIT - Retail","-",1237.00,,77.70,,3.79,0.73,72.34,,17.56,0.18,0.72,5.62%,,-0.42,-246.60%,5.60%,0.40%,-20.70%,326.60,-39.60,95.19,94.22,1.79%,2.35,1.69,,,2.00%,,1.05,1.05,68.50%,,,-12.25%,-14.93%,-31.63%,-10.66%,-2.36%,-3.40%,-10.84%,-36.22%,0.82,586350,12.82,1.83%
97,"AKRO","Akero Therapeutics, Inc.","Healthcare","Biotechnology","-",2166.31,,,,,6.85,6.31,,6.53,7.09,,,,-2.74,0.70%,,,26.00%,,-111.80,46.94,35.46,13.11%,6.95,4.65,-35.20%,-39.80%,,20.80,0.08,0.08,,,,1.84%,-1.43%,446.94%,-18.36%,-1.92%,6.32%,15.04%,-18.48%,0.50,333329,44.74,2.12%
98,"AL","Air Lease Corporation","Industrials","Rental & Leasing Services","-",4346.35,9.41,6.55,0.36,1.84,0.64,6.30,,60.79,6.18,0.80,2.06%,18.60%,4.13,-134.80%,8.90%,6.60%,125.30%,2356.80,459.00,110.94,103.61,1.66%,2.67,1.72,1.60%,7.00%,1.80%,,2.88,2.88,,51.00%,19.50%,-9.11%,1.70%,8.87%,1.22%,1.02%,0.96%,1.30%,-15.82%,0.97,626657,38.89,0.03%
99,"ALC","Alcon Inc.","Healthcare","Medical Instruments & Supplies","-",38876.79,114.57,25.67,6.84,4.38,1.96,,,40.29,,,,,0.69,18.70%,,7.40%,3.60%,8880.00,,491.80,,,5.83,7.63,,,,,,,,,,11.83%,16.27%,9.15%,15.32%,2.31%,8.77%,15.40%,-3.69%,0.40,521822,79.05,0.88%
100,"ALCC","AltC Acquisition Corp.","Financial","Shell Companies","-",678.51,174.59,,,,,233.97,,-1.00,0.05,,,0.00%,0.06,471.60%,,,,,3.90,63.95,48.55,0.04%,0.06,0.02,,,,1.00,,,,,,5.34%,8.01%,9.34%,7.36%,2.16%,3.73%,6.76%,-0.29%,0.70,215420,10.65,0.19%
101,"ALCO","Alico, Inc.","Consumer Defensive","Farm Products","-",181.58,,58.43,,3.08,0.78,1815.79,,30.61,0.01,0.20,0.83%,121.45%,-3.86,-64.50%,-6.70%,-57.10%,-137.40%,58.90,-29.30,7.60,4.57,6.89%,8.82,0.31,-7.00%,-11.90%,-7.30%,2.60,0.54,0.54,-52.20%,-69.50%,-49.80%,-7.72%,-25.88%,-43.56%,0.36%,2.33%,-0.02%,-13.44%,-44.63%,0.60,21438,23.95,0.36%
102,"ALCYU","Alchemy Investments Acquisition Corp 1 Units","Financial","Shell Companies","-",101.40,,,,,597.06,,,0.02,0.00,,,,,,,,0.00%,,,10.00,,,0.16,0.10,,,,1.10,,,,,,,,,0.40%,-0.04%,-0.04%,-0.04%,-1.84%,0.02,12859,10.15,-0.29%
103,"ALE","ALLETE, Inc.","Utilities","Utilities - Diversified","-",3437.23,18.96,14.77,2.31,1.96,1.27,114.96,,47.39,0.52,2.71,4.50%,61.30%,3.18,4.90%,2.00%,47.30%,-18.30%,1752.10,181.20,57.30,56.94,1.41%,2.79,0.80,2.70%,6.70%,3.60%,1.20,0.65,0.71,78.50%,7.40%,10.30%,-1.92%,-8.52%,-1.95%,-6.59%,-2.91%,-4.47%,-1.23%,-10.66%,0.40,115155,60.26,0.32%
104,"ALEX","Alexander & Baldwin, Inc.","Real Estate","REIT - Retail","-",1332.07,36.09,,1.80,5.78,1.28,40.00,,14.29,0.46,0.88,4.82%,164.77%,0.51,-50.90%,-11.50%,-19.20%,-57.00%,230.50,36.70,72.50,71.59,1.26%,3.79,0.91,-2.80%,-4.70%,5.30%,8.80,0.46,0.46,42.30%,26.80%,-22.30%,-2.25%,-7.78%,-11.14%,-2.51%,-2.21%,-2.02%,-2.98%,-12.34%,0.60,143017,18.26,0.77%
105,"ALGM","Allegro MicroSystems, Inc.","Technology","Semiconductors","-",7592.80,41.09,24.42,2.28,7.80,8.51,22.71,71.09,4.67,1.75,,,0.00%,0.97,557.40%,21.90%,33.30%,94.00%,973.70,187.40,191.33,87.51,6.65%,3.63,5.82,12.30%,14.90%,15.20%,4.50,0.03,0.03,56.10%,14.40%,12.30%,-7.45%,25.89%,64.45%,32.35%,5.38%,-4.99%,19.48%,-18.45%,0.77,1238821,39.73,5.64%
106,"ALGT","Allegiant Travel Company","Industrials","Airlines","-",1905.33,26.95,9.39,,0.78,1.40,1.89,,71.56,52.84,,,0.00%,3.71,-98.40%,8.80%,29.90%,824.40%,2451.40,65.20,17.77,15.58,4.58%,3.67,0.71,1.40%,5.30%,2.70%,1.20,1.43,1.66,60.00%,7.30%,2.70%,-1.28%,23.87%,-26.03%,46.87%,-1.73%,4.42%,14.43%,-34.44%,0.97,188148,99.86,0.92%
107,"ALK","Alaska Air Group, Inc.","Industrials","Airlines","S&P 500",5846.31,98.47,6.31,4.21,0.58,1.56,2.41,,28.93,18.74,,,0.00%,0.46,-87.60%,4.10%,30.60%,1.90%,10161.00,59.00,127.50,126.36,3.68%,2.66,4.64,0.40%,1.60%,0.80%,0.60,0.49,0.56,50.60%,0.80%,0.60%,-5.88%,-2.68%,-0.13%,5.03%,3.08%,6.29%,0.52%,-16.42%,0.63,1098824,45.10,-0.04%
108,"ALKT","Alkami Technology, Inc.","Technology","Software - Application","-",1347.77,,139.71,,6.14,4.05,7.27,,3.55,1.98,,,,-0.68,-23.00%,,33.90%,-23.50%,219.50,-62.20,92.40,55.28,1.90%,3.71,1.05,-12.80%,-18.80%,-13.70%,5.60,0.25,0.26,52.70%,-28.10%,-28.30%,-7.93%,20.92%,9.10%,-1.37%,10.52%,14.23%,1.51%,-18.75%,0.55,155161,14.39,1.70%
109,"ALLY","Ally Financial Inc.","Financial","Credit Services","-",8265.51,6.53,5.41,,0.71,0.73,0.68,3.54,36.52,39.38,1.20,4.51%,29.30%,4.08,-38.80%,5.00%,42.20%,-47.80%,11596.00,1272.00,302.66,296.76,4.47%,2.15,13.27,0.70%,11.70%,18.70%,,1.41,1.98,,51.80%,11.00%,-10.10%,0.34%,-33.95%,8.88%,3.35%,4.01%,-5.95%,-39.95%,0.33,2063540,26.62,1.22%
110,"ALOT","AstroNova, Inc.","Technology","Computer Hardware","-",110.85,41.72,,,0.78,1.30,28.42,,11.51,0.53,,,0.00%,0.36,-58.80%,4.70%,34.30%,275.80%,142.50,2.70,7.33,6.95,0.21%,1.21,0.01,2.10%,3.30%,4.10%,2.10,0.14,0.36,33.80%,3.90%,1.90%,17.80%,25.17%,17.80%,17.16%,0.72%,5.12%,17.05%,-4.33%,1.86,22517,15.02,-0.66%
111,"ALRM","Alarm.com Holdings, Inc.","Technology","Software - Application","-",2545.68,44.58,25.76,4.90,3.01,3.99,4.20,66.82,12.61,11.98,,,0.00%,1.13,1.90%,20.00%,2.10%,61.30%,846.80,61.70,49.59,47.30,3.58%,7.13,1.69,4.70%,10.40%,4.60%,5.50,0.79,0.79,61.20%,6.00%,7.30%,-1.10%,2.05%,-19.92%,1.64%,3.85%,3.29%,-9.08%,-36.33%,1.01,239016,50.29,1.88%
112,"ALRS","Alerus Financial Corporation","Financial","Banks - Regional","-",336.94,8.66,10.04,,2.59,0.93,,6.49,17.93,,0.76,4.54%,36.80%,1.93,-29.30%,8.80%,63.60%,-30.10%,130.30,37.70,20.03,17.65,1.21%,5.00,0.21,1.00%,11.00%,21.10%,,0.16,0.16,,77.60%,28.90%,-15.93%,-29.26%,-35.10%,-28.35%,15.14%,8.99%,-18.52%,-35.80%,0.78,33599,16.73,2.20%
113,"ALSN","Allison Transmission Holdings, Inc.","Consumer Cyclical","Auto Parts","-",4415.50,8.00,7.02,0.79,1.56,4.52,12.84,10.17,10.74,3.78,0.92,1.89%,14.10%,6.07,33.90%,4.10%,9.50%,41.80%,2833.00,572.00,92.00,89.46,2.17%,2.50,1.94,12.30%,67.80%,19.80%,2.00,2.53,2.54,47.20%,28.70%,20.20%,1.87%,9.15%,26.29%,16.75%,0.89%,5.29%,14.19%,-4.09%,0.70,542917,48.57,0.33%
114,"ALTG","Alta Equipment Group Inc.","Industrials","Rental & Leasing Services","-",469.23,54.62,24.03,,0.28,3.36,276.02,,4.29,0.05,0.23,1.58%,64.20%,0.26,126.40%,,26.80%,110.00%,1660.80,8.50,32.22,25.15,3.63%,3.38,0.91,0.70%,6.10%,4.20%,1.40,4.24,6.55,27.10%,2.90%,0.50%,-22.39%,19.97%,38.12%,9.33%,0.90%,-0.59%,3.29%,-30.00%,0.34,91810,14.42,0.98%
115,"ALTL","Pacer Lunt Large Cap Alternator ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.46,1.34%,,,,,,,,,,,,,,,,,,,,,,,-10.25%,-15.58%,-18.92%,-14.95%,-3.56%,-5.12%,-11.62%,-24.27%,0.65,129877,34.41,0.00%
116,"ALTR","Altair Engineering Inc.","Technology","Software - Infrastructure","-",6008.55,,62.05,,10.39,9.84,15.88,71.70,7.57,4.69,,,,-0.72,-373.40%,11.40%,3.90%,-118.50%,578.50,-56.90,80.19,51.56,5.90%,9.53,3.04,-4.90%,-10.00%,-2.50%,1.80,0.37,0.50,78.60%,-3.90%,-9.80%,14.75%,57.71%,42.02%,63.89%,8.50%,7.11%,33.85%,2.38%,1.63,522202,74.52,3.13%
117,"ALTU","Altitude Acquisition Corp.","Financial","Shell Companies","-",89.09,35.40,,,,,,,-2.16,0.00,,,0.00%,0.28,90.80%,,,,,9.30,8.83,1.13,0.26%,0.20,0.00,,,,0.00,,,,,,0.40%,2.23%,1.20%,1.71%,-0.07%,0.06%,0.86%,-3.17%,0.73,10918,10.09,0.00%
118,"ALTY","Global X Alternative Income ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.88,7.96%,,,,,,,,,,,,,,,,,,,,,,,-3.57%,-1.86%,-8.51%,0.55%,-0.74%,-1.33%,-2.06%,-12.28%,0.63,9383,11.07,0.54%
119,"ALV","Autoliv, Inc.","Consumer Cyclical","Auto Parts","-",7245.35,17.67,8.95,0.52,0.79,2.76,10.16,,30.51,8.28,2.64,3.14%,54.50%,4.76,-2.40%,1.70%,17.40%,-9.30%,9211.00,414.00,86.10,85.72,3.04%,2.11,2.61,5.50%,16.10%,11.00%,1.20,0.61,0.83,16.20%,7.10%,4.50%,-9.65%,-3.66%,10.65%,9.91%,-1.80%,-4.28%,1.06%,-13.63%,0.51,633622,84.17,3.04%
120,"AM","Antero Midstream Corporation","Energy","Oil & Gas Midstream","-",4960.77,15.11,11.06,1.44,5.16,2.29,,,4.55,,0.90,8.62%,129.60%,0.69,-1.70%,,18.80%,7.80%,961.00,332.20,478.61,321.50,2.32%,2.88,7.47,5.90%,15.10%,7.60%,1.00,1.53,1.53,,58.10%,34.60%,-2.06%,-5.26%,-0.38%,-3.24%,-1.05%,0.49%,-0.45%,-10.08%,0.48,1244143,10.44,-0.10%
121,"AMAL","Amalgamated Financial Corp.","Financial","Banks - Regional","-",472.42,5.16,5.07,,1.61,0.89,7.44,8.80,16.59,1.98,0.40,2.71%,14.40%,2.85,13.60%,7.30%,60.50%,56.70%,293.00,88.70,30.68,26.70,3.63%,5.75,0.97,0.90%,14.40%,24.20%,,0.15,0.15,,70.10%,24.80%,-36.79%,-41.90%,-24.68%,-36.02%,-2.07%,-11.75%,-32.31%,-46.07%,1.18,199525,14.74,1.38%
122,"AMAM","Ambrx Biopharma Inc.","Healthcare","Biotechnology","-",819.59,,,,141.31,3.45,5.20,,4.06,2.69,,,,-1.77,-14.50%,,-98.50%,63.20%,5.80,-70.70,45.00,5.52,13.94%,0.37,0.77,,,-66.50%,10.10,0.00,0.00,,,,150.63%,2730.30%,233.57%,517.18%,13.72%,31.71%,224.79%,-8.37%,0.23,478916,14.01,-0.14%
123,"AMAO","American Acquisition Opportunity Inc.","Financial","Shell Companies","-",35.46,32.23,,,,,,,-1.13,0.00,,,,0.32,191.30%,,,,,3.90,3.69,0.73,0.39%,0.32,0.00,,,,0.10,,,,,,2.09%,1.28%,2.09%,2.40%,0.76%,0.49%,1.18%,-4.56%,0.00,3,10.25,0.59%
124,"AMBA","Ambarella, Inc.","Technology","Semiconductor Equipment & Materials","-",3063.73,,152.73,,9.08,4.99,14.81,105.65,15.58,5.25,,,,-1.70,-136.00%,2.70%,-7.60%,-15.30%,337.60,-65.40,38.90,36.25,3.82%,3.03,1.39,-9.50%,-11.10%,-11.30%,3.60,0.00,0.00,61.90%,-22.00%,-19.40%,-15.91%,7.72%,3.50%,-5.46%,15.03%,10.67%,5.16%,-22.15%,2.52,1150419,77.74,8.30%
125,"AMBC","Ambac Financial Group, Inc.","Financial","Insurance - Specialty","-",651.74,1.25,119.00,0.11,2.31,0.52,14.81,10.18,27.60,0.96,,,0.00%,11.39,-105.90%,-15.10%,28.60%,,282.00,525.00,45.34,44.12,6.47%,6.02,2.85,3.40%,33.20%,13.60%,,2.99,2.99,,,,-11.85%,-4.29%,35.87%,-18.12%,-3.36%,-4.77%,-6.19%,-19.55%,0.60,282900,14.28,1.13%
126,"AMCX","AMC Networks Inc.","Communication Services","Entertainment","-",550.43,119.80,1.79,,0.18,0.57,0.72,19.18,21.13,16.79,,,0.00%,0.10,-97.00%,2.00%,0.70%,-0.80%,3101.80,7.00,43.63,27.59,4.76%,3.13,1.31,0.10%,0.80%,3.50%,1.70,3.02,3.07,49.80%,2.80%,0.20%,-46.86%,-42.44%,-69.70%,-22.78%,-17.63%,-25.58%,-38.91%,-69.60%,1.30,547081,12.10,1.17%
